center,left,right,steering,throttle,brake,speed
IMG_Cropped/center_2016_12_01_13_32_52_450.jpg,IMG_Cropped/left_2016_12_01_13_32_52_450.jpg,IMG_Cropped/right_2016_12_01_13_32_52_450.jpg,-0.2306556,0.9855326,0,30.17673
IMG_Cropped/center_2016_12_01_13_32_52_551.jpg,IMG_Cropped/left_2016_12_01_13_32_52_551.jpg,IMG_Cropped/right_2016_12_01_13_32_52_551.jpg,-0.2306556,0.9855326,0,30.18209
IMG_Cropped/center_2016_12_01_13_32_52_652.jpg,IMG_Cropped/left_2016_12_01_13_32_52_652.jpg,IMG_Cropped/right_2016_12_01_13_32_52_652.jpg,-0.1547008,0.9855326,0,30.18752
IMG_Cropped/center_2016_12_01_13_32_52_753.jpg,IMG_Cropped/left_2016_12_01_13_32_52_753.jpg,IMG_Cropped/right_2016_12_01_13_32_52_753.jpg,-0.0787459,0.9855326,0,30.18809
IMG_Cropped/center_2016_12_01_13_32_53_055.jpg,IMG_Cropped/left_2016_12_01_13_32_53_055.jpg,IMG_Cropped/right_2016_12_01_13_32_53_055.jpg,0.04262284,0.9855326,0,30.18617
IMG_Cropped/center_2016_12_01_13_32_53_156.jpg,IMG_Cropped/left_2016_12_01_13_32_53_156.jpg,IMG_Cropped/right_2016_12_01_13_32_53_156.jpg,0.1574452,0.9855326,0,30.18212
IMG_Cropped/center_2016_12_01_13_32_53_257.jpg,IMG_Cropped/left_2016_12_01_13_32_53_257.jpg,IMG_Cropped/right_2016_12_01_13_32_53_257.jpg,0.1478767,0.9855326,0,30.18493
IMG_Cropped/center_2016_12_01_13_32_53_357.jpg,IMG_Cropped/left_2016_12_01_13_32_53_357.jpg,IMG_Cropped/right_2016_12_01_13_32_53_357.jpg,0.1765823,0.9855326,0,30.1844
IMG_Cropped/center_2016_12_01_13_32_53_459.jpg,IMG_Cropped/left_2016_12_01_13_32_53_459.jpg,IMG_Cropped/right_2016_12_01_13_32_53_459.jpg,0.2531306,0.9855326,0,30.18125
IMG_Cropped/center_2016_12_01_13_32_53_561.jpg,IMG_Cropped/left_2016_12_01_13_32_53_561.jpg,IMG_Cropped/right_2016_12_01_13_32_53_561.jpg,0,0.9855326,0,30.18507
IMG_Cropped/center_2016_12_01_13_32_53_662.jpg,IMG_Cropped/left_2016_12_01_13_32_53_662.jpg,IMG_Cropped/right_2016_12_01_13_32_53_662.jpg,0,0.9855326,0,30.18673
IMG_Cropped/center_2016_12_01_13_32_53_764.jpg,IMG_Cropped/left_2016_12_01_13_32_53_764.jpg,IMG_Cropped/right_2016_12_01_13_32_53_764.jpg,-0.135712,0.9855326,0,30.18072
IMG_Cropped/center_2016_12_01_13_32_53_865.jpg,IMG_Cropped/left_2016_12_01_13_32_53_865.jpg,IMG_Cropped/right_2016_12_01_13_32_53_865.jpg,-0.2781274,0.9855326,0,30.17109
IMG_Cropped/center_2016_12_01_13_32_53_966.jpg,IMG_Cropped/left_2016_12_01_13_32_53_966.jpg,IMG_Cropped/right_2016_12_01_13_32_53_966.jpg,-0.3255992,0.9855326,0,30.17414
IMG_Cropped/center_2016_12_01_13_32_54_067.jpg,IMG_Cropped/left_2016_12_01_13_32_54_067.jpg,IMG_Cropped/right_2016_12_01_13_32_54_067.jpg,-0.2591387,0.9855326,0,30.18523
IMG_Cropped/center_2016_12_01_13_32_54_371.jpg,IMG_Cropped/left_2016_12_01_13_32_54_371.jpg,IMG_Cropped/right_2016_12_01_13_32_54_371.jpg,0.03305431,0.9855326,0,30.18616
IMG_Cropped/center_2016_12_01_13_32_54_472.jpg,IMG_Cropped/left_2016_12_01_13_32_54_472.jpg,IMG_Cropped/right_2016_12_01_13_32_54_472.jpg,0.04262284,0.9855326,0,30.18641
IMG_Cropped/center_2016_12_01_13_32_54_574.jpg,IMG_Cropped/left_2016_12_01_13_32_54_574.jpg,IMG_Cropped/right_2016_12_01_13_32_54_574.jpg,0.0904655,0.9855326,0,30.18558
IMG_Cropped/center_2016_12_01_13_32_54_674.jpg,IMG_Cropped/left_2016_12_01_13_32_54_674.jpg,IMG_Cropped/right_2016_12_01_13_32_54_674.jpg,0.1574452,0.9855326,0,30.18276
IMG_Cropped/center_2016_12_01_13_32_54_775.jpg,IMG_Cropped/left_2016_12_01_13_32_54_775.jpg,IMG_Cropped/right_2016_12_01_13_32_54_775.jpg,0.243562,0.9855326,0,30.1786
IMG_Cropped/center_2016_12_01_13_32_54_875.jpg,IMG_Cropped/left_2016_12_01_13_32_54_875.jpg,IMG_Cropped/right_2016_12_01_13_32_54_875.jpg,0.2626991,0.9855326,0,30.18091
IMG_Cropped/center_2016_12_01_13_32_54_976.jpg,IMG_Cropped/left_2016_12_01_13_32_54_976.jpg,IMG_Cropped/right_2016_12_01_13_32_54_976.jpg,0.2626991,0.9855326,0,30.18353
IMG_Cropped/center_2016_12_01_13_32_55_078.jpg,IMG_Cropped/left_2016_12_01_13_32_55_078.jpg,IMG_Cropped/right_2016_12_01_13_32_55_078.jpg,0.2626991,0.9855326,0,30.18476
IMG_Cropped/center_2016_12_01_13_32_55_179.jpg,IMG_Cropped/left_2016_12_01_13_32_55_179.jpg,IMG_Cropped/right_2016_12_01_13_32_55_179.jpg,0,0.9855326,0,30.18484
IMG_Cropped/center_2016_12_01_13_32_55_380.jpg,IMG_Cropped/left_2016_12_01_13_32_55_380.jpg,IMG_Cropped/right_2016_12_01_13_32_55_380.jpg,0,0.9855326,0,30.19175
IMG_Cropped/center_2016_12_01_13_32_55_786.jpg,IMG_Cropped/left_2016_12_01_13_32_55_786.jpg,IMG_Cropped/right_2016_12_01_13_32_55_786.jpg,-0.06925154,0.9855326,0,30.18534
IMG_Cropped/center_2016_12_01_13_32_55_888.jpg,IMG_Cropped/left_2016_12_01_13_32_55_888.jpg,IMG_Cropped/right_2016_12_01_13_32_55_888.jpg,-0.06925154,0.9855326,0,30.18605
IMG_Cropped/center_2016_12_01_13_32_55_988.jpg,IMG_Cropped/left_2016_12_01_13_32_55_988.jpg,IMG_Cropped/right_2016_12_01_13_32_55_988.jpg,-0.06925154,0.9855326,0,30.18629
IMG_Cropped/center_2016_12_01_13_32_56_089.jpg,IMG_Cropped/left_2016_12_01_13_32_56_089.jpg,IMG_Cropped/right_2016_12_01_13_32_56_089.jpg,-0.06925154,0.9855326,0,30.18645
IMG_Cropped/center_2016_12_01_13_32_56_191.jpg,IMG_Cropped/left_2016_12_01_13_32_56_191.jpg,IMG_Cropped/right_2016_12_01_13_32_56_191.jpg,-0.05975719,0.9855326,0,30.1866
IMG_Cropped/center_2016_12_01_13_32_56_494.jpg,IMG_Cropped/left_2016_12_01_13_32_56_494.jpg,IMG_Cropped/right_2016_12_01_13_32_56_494.jpg,0,0.9855326,0,30.18664
IMG_Cropped/center_2016_12_01_13_32_56_595.jpg,IMG_Cropped/left_2016_12_01_13_32_56_595.jpg,IMG_Cropped/right_2016_12_01_13_32_56_595.jpg,0,0.9855326,0,30.18661
IMG_Cropped/center_2016_12_01_13_32_56_897.jpg,IMG_Cropped/left_2016_12_01_13_32_56_897.jpg,IMG_Cropped/right_2016_12_01_13_32_56_897.jpg,0.01391724,0.9855326,0,30.18659
IMG_Cropped/center_2016_12_01_13_32_56_999.jpg,IMG_Cropped/left_2016_12_01_13_32_56_999.jpg,IMG_Cropped/right_2016_12_01_13_32_56_999.jpg,0.01391724,0.9855326,0,30.18658
IMG_Cropped/center_2016_12_01_13_32_57_101.jpg,IMG_Cropped/left_2016_12_01_13_32_57_101.jpg,IMG_Cropped/right_2016_12_01_13_32_57_101.jpg,0.01391724,0.9855326,0,30.18663
IMG_Cropped/center_2016_12_01_13_32_57_203.jpg,IMG_Cropped/left_2016_12_01_13_32_57_203.jpg,IMG_Cropped/right_2016_12_01_13_32_57_203.jpg,0.1670138,0.9855326,0,30.17978
IMG_Cropped/center_2016_12_01_13_32_57_304.jpg,IMG_Cropped/left_2016_12_01_13_32_57_304.jpg,IMG_Cropped/right_2016_12_01_13_32_57_304.jpg,0.3488158,0.9855326,0,30.16541
IMG_Cropped/center_2016_12_01_13_32_57_405.jpg,IMG_Cropped/left_2016_12_01_13_32_57_405.jpg,IMG_Cropped/right_2016_12_01_13_32_57_405.jpg,0.3488158,0.9855326,0,30.17626
IMG_Cropped/center_2016_12_01_13_32_57_507.jpg,IMG_Cropped/left_2016_12_01_13_32_57_507.jpg,IMG_Cropped/right_2016_12_01_13_32_57_507.jpg,0.0904655,0.9855326,0,30.18829
IMG_Cropped/center_2016_12_01_13_32_57_609.jpg,IMG_Cropped/left_2016_12_01_13_32_57_609.jpg,IMG_Cropped/right_2016_12_01_13_32_57_609.jpg,0,0.9855326,0,30.18573
IMG_Cropped/center_2016_12_01_13_32_57_709.jpg,IMG_Cropped/left_2016_12_01_13_32_57_709.jpg,IMG_Cropped/right_2016_12_01_13_32_57_709.jpg,-0.1167233,0.9855326,0,30.18136
IMG_Cropped/center_2016_12_01_13_32_57_810.jpg,IMG_Cropped/left_2016_12_01_13_32_57_810.jpg,IMG_Cropped/right_2016_12_01_13_32_57_810.jpg,-0.1167233,0.9855326,0,30.18439
IMG_Cropped/center_2016_12_01_13_32_57_912.jpg,IMG_Cropped/left_2016_12_01_13_32_57_912.jpg,IMG_Cropped/right_2016_12_01_13_32_57_912.jpg,-0.1167233,0.9855326,0,30.18549
IMG_Cropped/center_2016_12_01_13_32_58_012.jpg,IMG_Cropped/left_2016_12_01_13_32_58_012.jpg,IMG_Cropped/right_2016_12_01_13_32_58_012.jpg,-0.1167233,0.9855326,0,30.18592
IMG_Cropped/center_2016_12_01_13_32_58_113.jpg,IMG_Cropped/left_2016_12_01_13_32_58_113.jpg,IMG_Cropped/right_2016_12_01_13_32_58_113.jpg,-0.09773462,0.9855326,0,30.18656
IMG_Cropped/center_2016_12_01_13_32_58_215.jpg,IMG_Cropped/left_2016_12_01_13_32_58_215.jpg,IMG_Cropped/right_2016_12_01_13_32_58_215.jpg,0,0.9855326,0,30.18628
IMG_Cropped/center_2016_12_01_13_32_58_621.jpg,IMG_Cropped/left_2016_12_01_13_32_58_621.jpg,IMG_Cropped/right_2016_12_01_13_32_58_621.jpg,0,0.9855326,0,30.18663
IMG_Cropped/center_2016_12_01_13_32_58_923.jpg,IMG_Cropped/left_2016_12_01_13_32_58_923.jpg,IMG_Cropped/right_2016_12_01_13_32_58_923.jpg,0,0.9855326,0,30.18665
IMG_Cropped/center_2016_12_01_13_32_59_023.jpg,IMG_Cropped/left_2016_12_01_13_32_59_023.jpg,IMG_Cropped/right_2016_12_01_13_32_59_023.jpg,0.01391724,0.9855326,0,30.18657
IMG_Cropped/center_2016_12_01_13_32_59_124.jpg,IMG_Cropped/left_2016_12_01_13_32_59_124.jpg,IMG_Cropped/right_2016_12_01_13_32_59_124.jpg,0.02348577,0.9855326,0,30.18657
IMG_Cropped/center_2016_12_01_13_32_59_224.jpg,IMG_Cropped/left_2016_12_01_13_32_59_224.jpg,IMG_Cropped/right_2016_12_01_13_32_59_224.jpg,0.02348577,0.9855326,0,30.18657
IMG_Cropped/center_2016_12_01_13_32_59_325.jpg,IMG_Cropped/left_2016_12_01_13_32_59_325.jpg,IMG_Cropped/right_2016_12_01_13_32_59_325.jpg,0.0617599,0.9855326,0,30.18599
IMG_Cropped/center_2016_12_01_13_32_59_427.jpg,IMG_Cropped/left_2016_12_01_13_32_59_427.jpg,IMG_Cropped/right_2016_12_01_13_32_59_427.jpg,0.100034,0.9855326,0,30.185
IMG_Cropped/center_2016_12_01_13_32_59_527.jpg,IMG_Cropped/left_2016_12_01_13_32_59_527.jpg,IMG_Cropped/right_2016_12_01_13_32_59_527.jpg,0.100034,0.9855326,0,30.18587
IMG_Cropped/center_2016_12_01_13_32_59_628.jpg,IMG_Cropped/left_2016_12_01_13_32_59_628.jpg,IMG_Cropped/right_2016_12_01_13_32_59_628.jpg,0.1574452,0.9855326,0,30.18455
IMG_Cropped/center_2016_12_01_13_32_59_730.jpg,IMG_Cropped/left_2016_12_01_13_32_59_730.jpg,IMG_Cropped/right_2016_12_01_13_32_59_730.jpg,0.1574452,0.9855326,0,30.18537
IMG_Cropped/center_2016_12_01_13_33_00_032.jpg,IMG_Cropped/left_2016_12_01_13_33_00_032.jpg,IMG_Cropped/right_2016_12_01_13_33_00_032.jpg,0,0.9855326,0,30.1866
IMG_Cropped/center_2016_12_01_13_33_00_134.jpg,IMG_Cropped/left_2016_12_01_13_33_00_134.jpg,IMG_Cropped/right_2016_12_01_13_33_00_134.jpg,0,0.9855326,0,30.18662
IMG_Cropped/center_2016_12_01_13_33_00_540.jpg,IMG_Cropped/left_2016_12_01_13_33_00_540.jpg,IMG_Cropped/right_2016_12_01_13_33_00_540.jpg,0,0.9855326,0,30.18663
IMG_Cropped/center_2016_12_01_13_33_01_043.jpg,IMG_Cropped/left_2016_12_01_13_33_01_043.jpg,IMG_Cropped/right_2016_12_01_13_33_01_043.jpg,0,0.9855326,0,30.18661
IMG_Cropped/center_2016_12_01_13_33_01_549.jpg,IMG_Cropped/left_2016_12_01_13_33_01_549.jpg,IMG_Cropped/right_2016_12_01_13_33_01_549.jpg,0.1287396,0.9855326,0,30.18215
IMG_Cropped/center_2016_12_01_13_33_01_649.jpg,IMG_Cropped/left_2016_12_01_13_33_01_649.jpg,IMG_Cropped/right_2016_12_01_13_33_01_649.jpg,0.1287396,0.9855326,0,30.18467
IMG_Cropped/center_2016_12_01_13_33_01_750.jpg,IMG_Cropped/left_2016_12_01_13_33_01_750.jpg,IMG_Cropped/right_2016_12_01_13_33_01_750.jpg,0.1287396,0.9855326,0,30.1855
IMG_Cropped/center_2016_12_01_13_33_01_851.jpg,IMG_Cropped/left_2016_12_01_13_33_01_851.jpg,IMG_Cropped/right_2016_12_01_13_33_01_851.jpg,0.1670138,0.9855326,0,30.18442
IMG_Cropped/center_2016_12_01_13_33_01_951.jpg,IMG_Cropped/left_2016_12_01_13_33_01_951.jpg,IMG_Cropped/right_2016_12_01_13_33_01_951.jpg,0.1670138,0.9855326,0,30.18516
IMG_Cropped/center_2016_12_01_13_33_02_052.jpg,IMG_Cropped/left_2016_12_01_13_33_02_052.jpg,IMG_Cropped/right_2016_12_01_13_33_02_052.jpg,0.1670138,0.9855326,0,30.18565
IMG_Cropped/center_2016_12_01_13_33_02_153.jpg,IMG_Cropped/left_2016_12_01_13_33_02_153.jpg,IMG_Cropped/right_2016_12_01_13_33_02_153.jpg,0.1670138,0.9855326,0,30.18587
IMG_Cropped/center_2016_12_01_13_33_02_255.jpg,IMG_Cropped/left_2016_12_01_13_33_02_255.jpg,IMG_Cropped/right_2016_12_01_13_33_02_255.jpg,0.1670138,0.9855326,0,30.18595
